PID,p,Nombre de carpeta digital,Digital File Name (First),Digital File Name (Last),,Level of description,Extent and medium,Title (In Original Language/Script),Original Reference,Dates of Material (Gregorian Calendar),,Related Towns/Cities,NO INCLUIDO EN TABLA DE BIBLIOTECA BRITÁNICA,,"Related Subjects
",,,,,
AHJCI.MFC.001.005,Javier Hurtado Ibargüen,EAP1477_MFC_B01_Doc05_Acosta,EAP1477_MFC_B01_Doc05_Acosta_IMG_001,EAP1477_MFC_B01_Doc05_Acosta_IMG_022,22,Documento,10 folios de papel,Contra Cayetano Acosta por hurto,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 1, Documento 5",1868,,Nóvita|Tadó,"Castro, Celia de|Sánchez, Daniel|Santiago Perea, Mateo L|Domínguez, Camilo|Calderón, Teodomiro|Acosta, Cayetano|Rugjia, Carlos|Perea Camacho, Jesús|Castro, José Ángel",,judicial,Este documento nos habla sobre el hurto de unos anillos de diamantes.,No se ven los números de folio,,,"Descrito por Javier Hurtado Ibargüen el 2022-10-17, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.001.006,Jhon Leison Rivas Rodríguez,EAP1477_MFC_B01_Doc06_CopetevsPerea,EAP1477_MFC_B01_Doc06_CopetevsPerea_IMG_001,EAP1477_MFC_B01_Doc06_CopetevsPerea_IMG_066,66,Documento,32 folios de papel,Lorenzo José de los Santos y Manuel de Jesús Copete contra Trinidad Juan Nepomuceno Perea por deslinde y amojonamiento de las tierras de Juan Copete,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 1, Documento 6",1896,,Tadó|río Chato|quebrada de San Antonio|quebrada Mutaladó,"Lorenzo|Santos, José de los|Copete, Manuel de Jesús|Mosquera, María Trinidad|Ibargüen, Juan Nepomuceno|Perea, Gregorio|Ramírez|Mosquera, José Rafael|Murillo, Manuel Vicente|Benito, Pedro Antonio|Germán|Esteban, Juan|Bonilla, Hermenegildo|Copete, Manuel María|Perea, Celedonia|Camacho, Eduardo|Mosquera, Ricardo|Clemente, Juan|Miller, Ramón|Flórez, Manuel|Gómez, Eduardo|Garcés, Manuel|Calderón, Palutie",,judicial|tierras,"Este documento trata acerca del señor Juan Copete, quien era el legítimo dueño de unas tierras y propiedades en los terrenos de las quebradas San Antonio y Mutaladó, situadas en la margen izquierda del río Chato, afluente del San Juan, en el pueblo de Tadó. Antes de morir, Copete le entregó las escrituras legales de sus bienes al señor Hermenegildo Bonilla, quien las conservó para los descendientes de Juan Copete: Lorenzo, José de los Santos y Manuel de Jesús Copete, quienes quedaban como dueños de las propiedades. Por otro lado, el personero municipal de Tadó, los señores Juan Nepomuceno Perea Mosquera, Pastor Sanclemente, María Trinidad Mosquera y otros demandantes denunciaron en el Juzgado del San Juan a José de los Santos Copete, por propiedad de algunas partes de los terrenos heredados por José Copete. Bonilla defendió las propiedades de José Copete como apoderado del finado Juan Copete y por ser quien poseía todo el documento del testamento legal y el respectivo título de trámite legal de deslinde y amojonamiento que Juan Copete otorgó a sus descendientes. Bonilla defendió a José Copete, argumentando que su padre Juan Copete había comprado las tierras en disputa a Gregorio Perea Ramírez, y que según la letra del testamento decía que era el dueño de todos los terrenos alinderados afluentes del río. Hermenegildo era una persona que sabía mucho de leyes, termina denunciando a cada una de estas personas en el juzgado por temas de perturbación.","
No se ven los números de folio",,,"Descrito por Jhon Leison Rivas Rodríguez el 2022-11-29, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.001.007,Nallely Taborda Castañeda,EAP1477_MFC_B01_Doc07_PereayRuiz,EAP1477_MFC_B01_Doc07_PereayRuiz_IMG_001,EAP1477_MFC_B01_Doc07_PereayRuiz_IMG_052,52,Documento,25 folios de papel,Contra José Andrés Perea y José Benigno Ruiz por heridas y riña,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 1, Documento 7",1885,,Condoto|Tadó|Buga|Cauca|Nóvita,"Mosquera, Juan Gabriel|Collazos, María de la O|Perea, Andrés|Ruiz, Benigno|Asprilla, Mateo|Lozano, Román|Sánchez, Daniel|Mosquera, Juana María|Rojas, Restituto|Cuesta, Felicitamos|Garcés, Leomidsd|Ruiz, Blas María|Arboleda, María de la Luz|Ibargüen, Juan José|Lozano, Román|Lozano, Juan José|Ruiz, Pedro Ángel|Hurtado, Juana María|Rivas Asprilla, Mateo|Mosquera, Alejando|Diego, Floriano de|Mosquera, Fernández|Guerra, Laureado|Solís, Manuel|Lozano, Laureado",,judicial|policía,"El comisario de policía José Benigno Ruiz manifestó que fue ultrajado y herido por José Andrés Perea en Condoto arriba, el 15 de diciembre. Benigno estaba en su casa de habitación, donde también vivía Andrés, se encontraba haciendo un altar para recibir al niño Dios y este no quiso que Andrés le ayudara, por lo que se fue molesto para la orilla del río donde se hallaba su mujer Blas María Ruiz. Poco tiempo después se formó una discusión entre José Benigno y Andrés, pues Benigno los llamó ""bochincheros"" y es ahí cuando Andrés es tomado por el cuello y es golpeado. Luego de ser separados por Blas María y María de la Luz Arboleda, Andrés bajó al patio diciéndole a Benigno que bajara también al patio. Al momento Benigno tomó un machete y le tiró a Andrés, lo que hizo que éste tomara un pedazo de palanca con la que hirió a Benigno en la cabeza. ",,"La ficha está mal, dice: ""Contra Juan Gabriel Mosquera y María de la O Collazos, heridas, Tadó""
(1885)
El primer folio dice: ""Causa criminal contra José Andrés Perea, José Domingo Ruiz; el primero por el delito de heridas y el segundo por el de riña o pelea""",,"Descrito por Nallely Taborda Castañeda el 2022-12-20, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.001.008,Yurleyda Perea Cuesta,EAP1477_MFC_B01_Doc08_MosquerayCollazos,EAP1477_MFC_B01_Doc08_MosquerayCollazos_IMG_001,EAP1477_MFC_B01_Doc08_MosquerayCollazos_IMG_054,54,Documento,26 folios de papel,Contra Juan Gabriel Mosquera y María de la O. Collazos por heridas,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 1, Documento 8",1887,,Tadó,"Mosquera, Juan Gabriel|Collazos, María de la O|Copete, José|Guerrero, José|Perea, Santiago|Velásquez, Vicenta|Castillo, Carmelo|Caicedo, Tomás|Mosquera, Cresencia|Buenaños, Manuel|Copete, Lorenzo|Núñez, Maximo|Mosquera, José Gregorio|Copete, Dionisio|Ledezma, Anselmo|Mosquera, Primo|Copete, Baltasar",,judicial,"El comisario José Guerrero demandó a Juan Gabriel Mosquera y María de la O. Collazos por ocasionarle heridas graves a la menor Crescencia Mosquera, nieta de la pareja. Cuenta la menor que sus heridas fueron provocadas con agua caliente en casa de sus abuelos, ya que ella manifiesta haberse comido un hígado de chucha a escondidas de ellos.",,,,"Descrito por Yurleyda Perea Cuesta el 2022-10-17, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.001.009,Ernestina Lemos Rentería,EAP1477_MFC_B01_Doc09_ArangovsMosquera,EAP1477_MFC_B01_Doc09_ArangovsMosquera_IMG_001,EAP1477_MFC_B01_Doc09_ArangovsMosquera_IMG_062,62,Documento,30 folios de papel,Francisco Arango contra Fabricio Murray y Florinda Mosquera por amancebamiento,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 1, Documento 9",1894,,San Pablo|Condoto|Raspadura|Nóvita|Popayán|Cali,"Arango, Francisco|Murray, Fabricio|Mosquera, Florinda|Mosquera, Manuel E|Quintana, Antonio|Asprilla, Santos|Ayala, Ricardo|Asprilla, Nicomedes|Mosquera, Manuel Ignacio|Bonilla, Hermenegildo|Diego, Floriano de|Valdés, Federico|Abadía, Arístides|Abadía, Pedro|Lozano, Nicomedes|Quesada, Pedro José|Flores, Manuel|Barco, Gregorio|Terán Tomás C.|Malta Rengifo, Juan de|Garcés, Manuel",,judicial|vida social,"El señor Francisco Arango demandó a Fabricio Murray y Florinda Mosquera por delito de amancebamiento público. El denunciante aseguró que se estuvo cometiendo el delito desde mucho tiempo atrás, con escándalo e irrespeto a las autoridades civiles y eclesiásticas del lugar del distrito de San Pablo. Los acusados se declararon culpables de los hechos y aseguraron que ya no vivían de ese modo porque el señor Murray decidió casarse con otra mujer.",,,,"Descrito por Ernestina Lemos Rentería el 2022-10-17, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.001.010,Nallely Taborda Castañeda,EAP1477_MFC_B01_Doc10_Flores,EAP1477_MFC_B01_Doc10_Flores_IMG_001,EAP1477_MFC_B01_Doc10_Flores_IMG_010,10,Documento,4 folios de papel,Edictos realizados por Pantaleón Flórez como inspector de policía de Primavera,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 1, Documento 10",1895,,Primavera,"Flórez, Pantaleón|Diego, Floriano de|Garcés, Manuel|Mosquera, María Benjamina|Mosquera, Camilo|Hermenegildo|Calderón, Víctor Manuel|Castillo, Jaime",,judicial,"María Benjamina contra su esposo Camilo Mosquera por el delito de aborto, contrariando el derecho al artículo 25 de la Constitución de G Judicial.",,,,"Descrito por Nallely Taborda Castañeda el 2022-10-17, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.001.011,Ernestina Lemos Rentería,EAP1477_MFC_B01_Doc11_LozanovsMosquera,EAP1477_MFC_B01_Doc11_LozanovsMosquera_IMG_001,EAP1477_MFC_B01_Doc11_LozanovsMosquera_IMG_125,125,Documento,62 folios de papel,Eduardo Lozano contra Sacramento y Juana Matea Mosquera por amancebamiento,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 1, Documento 11",1897,,Condoto|Santa Rita|Cali|Provincia de Atrato|río Iró|Nóvita|Quebrada Saboidero,"Lozano, Eduardo|Mosquera, Sacramento|Mosquera, Juana Matea|Bonilla, Hermenegildo|Benítez, Juana María|Lozano, Manuel José|Joaquin Benitez, Manuel|Mosquera, Liborio|Rodríguez, Salvador| Rojas, Pedro|Sánchez, Daniel|Mosquera, Carlos|Mosquera, Ismael|Pascual Mosquera, Pedro|Mosquera, Vicente|Mosquera, Casildo|Francisco Mosquera, Manuel|de Diego, Floriano|Garcés, Manuel|Francisco Carrasco, Juan|Perea, Ascención|Lozano, Ramón|Dionicio Lozano, Manuel|Isidoro, Juan|Quintana, Antonio|Gómez, Pedro|Barco, Gregorio|Mosquera, Germán|Mosquera, Faustino|Perea, Nepomuceno|Perea, Narciso|Domínguez, Primo|Lozano, Milciades|Naranjo, Eduardo|Lloreda, Justiciano|Santos Benítez, Manuel",,judicial|vida social,"Eduardo Lozano demanda a Sacramento y Juana Matea Mosquera ante el distrito de Condoto. Este ratificó su demanda, cuando se le preguntó si era cierto que Sacramento y Juana Matea Mosquera vivían amancebados bajo un mismo techo, haciendo vida de casados sin serlo. Se hace saber también que este señor Sacramento tiene esposa, la cual abandonó luego de recibir maltrato por parte de él mismo. Menciona también el demandante que él desconoce la razón por la cual la esposa de Sacramento lo dejó, pero dice que fue antes del adulterio.
Uno de los testigos era Manuel Santos Benítez, el cual fue interrogado sobre el delito del cual trata esta demanda, contestó: ""que le consta que el señor Sacramento Mosquera y Juana Matea Mosquera viven amancebados públicamente y tienen relaciones ilícitas hace poco más o menos tres a cuatro años. Estos nos son casados, ni parientes"". También confirma el hecho de que Sacramento está casado con Juana Benítez de la cual se separó hace mucho tiempo, porque esta le fue infiel. En la indagatoria a Sacramento, se le preguntó: Nombre, edad, vecindad, oficio y estado sentimental, luego se le interroga si sabe ¿Quién es el hombre que vive amancebados con Juana Matea Mosquera? Y este contestó: ""Que sí sabe quién es, que es él, pero que no vive amancebados con Juana M. Mosquera"".
Debido a que sí hubo una unión ilícita, los demandados fueron llamados a juicio criminal por el delito de amancebamiento público y escandaloso. Después de las distintas declaraciones de los testigos, se concluyó que Sacramento y Juana Matea Mosquera, casado él primero con Juana Benítez y soltera la última, permanecieron en amancebamiento público durante más de tres años, viviendo en una misma casa, haciendo vida como casados de una manera pública y escandalosa. Este delito admite excarcelación con fianza para los casados que lo cometen. Al ser Sacramento Mosquera casado, sindicado, aún encausado por este delito, pudo disfrutar de esta gracia desde el momento en que presentó como fiador al señor Hermenegildo Bonilla y este pagara la suma de $110,00.",,,,"Descrito por Ernestina Lemos Rentería el 2022-10-17, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.001.012,Javier Hurtado Ibargüen,EAP1477_MFC_B01_Doc12_AsprillayChaverra,EAP1477_MFC_B01_Doc12_AsprillayChaverra_IMG_001,EAP1477_MFC_B01_Doc12_AsprillayChaverra_IMG_013,13,Documento,6 folios de papel,Alcalde de Sipí contra Isaías Asprilla y Donatila Chaverra por amancebamiento,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 1, Documento 12",1895,,Sipí,"Asprilla, Isaías|Chaverra, Donatila|Rentería, Rubén|Rentería, Juan|Sabogal, Jesús|Castillo, Ricardo|Salazar, Antonio",,judicial|vida social,El alcalde de Sipí denuncia a una pareja que vivía amancebada dentro de la jurisdicción que él representaba. Para él era un hecho desagradable que dicho delito se presentara en aquel territorio. ,,El primer folio del documento tiene una orientación contraria al resto,,"Descrito por Javier Hurtado Ibargüen el 2022-10-19, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.001.013,Jhon Leison Rivas Rodríguez,EAP1477_MFC_B01_Doc13_Asprilla,EAP1477_MFC_B01_Doc13_Asprilla_IMG_001,EAP1477_MFC_B01_Doc13_Asprilla_IMG_122,122,Documento,60 folios de papel,Contra Liborio Asprilla por heridas,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 1, Documento 13",1887,,Nóvita|San Juan|Río Cajón,"Varela, José|Moreno, Miguel|Salazar, Luis|Bonilla, Emergildo|Asprilla, Aníbal|Asprilla, Liborio|Ramos Guerrero, María|Márquez, Diego|Márquez, Eugenio|Márquez, Alejandro|Posso, Manuel|María, José",,judicial,Este documento trata sobre heridas. La información contenida en este documento es ilegible por el mal estado en que se encuentra.,,"En la mayoría del documento no se alcanza a ver la foliación.
Parece que está organizado de atrás para adelante. La última imagen corresponde al folio 1.",,"Descrito por Jhon Leison Rivas Rodríguez el 2022-11-30, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.001.014,Ernestina Lemos Rentería,EAP1477_MFC_B01_Doc14_Gomez,EAP1477_MFC_B01_Doc14_Gomez_IMG_001,EAP1477_MFC_B01_Doc14_Gomez_IMG_101,101,Documento,50 folios de papel,Contra Juliana de Gómez por heridas,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 1, Documento 14",189?,,Bocas de Calima|Cuellar|Condoto|Cali|Istmina,"Mosquera de Gómez, Juliana|Murillo, Barbarito|Medina, Manuel|Palacios, Belisario|Mejía, Gonzalo|Bonilla, Hermenegildo|Acosta, Cayetano|Guerrero, Joaquín|Murillo, Manuel|Gamboa, Felipe|Wally, Primitivo|Rivas, Domingo|Abadía, Eleuterino|Benjamín|Castillo, Francisco|Plata, Lucio G|Flórez, Rito E",,judicial,"En Boca de Calima, Cuellar, una noche se presentó una riña, dejando a Juliana Mosquera de Gómez como la principal implicada por causarle heridas a Barbarito Murillo. El testigo Joaquín Guerrero dijo que fue Barbarito quien primero agredió a Juliana con un asta y es cuando Juliana tomó un machete para defenderse y continuar con la pelea, dejándole una herida en la cabeza a Barbarito.",,"En la mayoría del documento no se alcanza a ver la foliación
Contiene extractos de documentos del siglo XX",,"Descrito por Ernestina Lemos Rentería el 2023-08-08, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.001.015,Yurleyda Perea Cuesta,EAP1477_MFC_B01_Doc15_Rivas,EAP1477_MFC_B01_Doc15_Rivas_IMG_001,EAP1477_MFC_B01_Doc15_Rivas_IMG_060,60,Documento,29 folios de papel,Contra Feliciano Rivas por amancebamiento,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 1, Documento 15",1895,,Nóvita,"Rivas, Feliciana|Ibargüen, Gregorio|Abadía, Pedro|Peñalosa, Félix|Salazar, Baltazar|Salvador, Manuel|Ibargüen, Luisa María|Peñalosa, Eufrasia|Salas de Abadía, Armida|Rivas, Elías|Garcés, Sixto|Chamorro, Juana|Perea, Lesandro|Serrano, Joaquín|Dias, Simona|Cardona, Antonia|Rivas, Andrés",,judicial|vida social,"En este caso un habitante de Nóvita, el señor Gregorio Ibargüen, señaló al señor Pedro Abadía, fiscal del Circuito del San Juan, y a la señora Feliciana Rivas de amancebamiento y mala conducta. Rivas se encuentra viviendo bajo el mismo techo y sosteniendo una relación extramarital con Abadía; ésta se encuentra casada con el señor Félix Peñalosa.",No está el folio 27,,,"Descrito por Yurleyda Perea Cuesta el 2022-10-19, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.001.016,Ernestina Lemos Rentería,EAP1477_MFC_B01_Doc16_DiazyAsprilla,EAP1477_MFC_B01_Doc16_DiazyAsprilla_IMG_001,EAP1477_MFC_B01_Doc16_DiazyAsprilla_IMG_071,71,Documento,35 folios de papel,Contra Simona Díaz y Martín Asprilla por amancebamiento,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 1, Documento 16",1892,,Nóvita|Sipí|Noanamá|San Juan|Cauca,"Díaz, María Simona|Asprilla, Martín|Salazar, Miguel|Chaverra, Manuel|Diego, Floriano de|Salazar, Nicomedes|Ramírez, Salomón|Bonilla, Hermenegildo|Gil, Ángel María|Jimenez, Manuel|Abadía, Pedro|Chaverra, Benbenuto|Otero, Bernardo|Otero, Rómulo|Sánchez, Abel|Salas Arango, Francisco de|Salazar, Camilo|Rentería, Cecilio|Largacha, Celestino|Moreno, Vicente|Echeverri, Manuelito",,judicial|vida social|policía,"En esta causa se investiga a la señora Simona Díaz y al señor Martín Asprilla por el delito de amancebamiento. Los señores Rómulo y Bernardo Otero los capturaron y los llevaron ante el alcalde de Sipí y el inspector de Policía de Noamaná, ya que fueron encontrados a altas horas de la noche huyendo y llevándose a escondidas la embarcación del señor Celestino Largacha. Según los testigos, la señora Díaz había huido de su casa dejando a su esposo e hijos porque este la maltrataba. Después de huir comenzó a lavar, cocinar y planchar en casa de los señores del lugar para sobrevivir. Fue así como llegó a la casa del señor Asprilla. Al principio la relación era de empleada y empleador, aunque tiempo después se formó entre ellos una relación de pareja. Al final del caso son hallados culpables y sentenciados a seis meses de cárcel en el lugar de captura, además de que la señora Díaz estaba casada naturalmente con el señor Manuelito Echeverri.",,,,"Descrito por Ernestina Lemos Rentería el 2022-10-31, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.001.017,Nallely Taborda Castañeda,EAP1477_MFC_B01_Doc17_GuerreroyBenitez,EAP1477_MFC_B01_Doc17_GuerreroyBenitez_IMG_001,EAP1477_MFC_B01_Doc17_GuerreroyBenitez_IMG_149,149,Documento,74 folios de papel,Contra Nicomedes Guerrero y Juana Santos Benítez por amancebamiento,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 1, Documento 17",1891,,Potedo|San Juan|Nóvita|Boca de Tamaná|Sipí,"Guerrero, Nicomedes|Santos Benítez, Juana|Asprilla, Nicolás|Moreno, Samuel|Bonilla, Hermenegildo|López, Fabio|Hernandez, Juana Petronia|Santos, Manuel|Taquie Murillo, Luis|Ibargüen, Juan Nepomuceno|Lemos Asprilla, Aurelianao|Bonilla, Federico|López, Julio|Murillo, Santurio|Rivas, Domingo|Galicio, Manuel|Aguilar, Antonio|Mosquera, Alejandro|Diego, Floriano de|Quintana, Agustín|Mutis Asprilla, José|Esparza, Rafael|Calderón, Salustino",,judicial|vida social,"Nicomedes Guerrero y Juana Santos hicieron vida de casados sin serlo durante 20 años. Tuvieron siete hijos (""hijos del delito""), de los cuales dos estaban ya casados y dos habían fallecido.
Los testigos de este caso concordaban en los testimonios al expresar que Guerrero y Juana Santos estaban amancebados públicamente, hacían vida de casados sin serlo y tenían siete hijos.
En su declaración, Nicomedes Guerrero expresó que Juana Petrona contrajo relaciones ilícitas con Domingo Rivas, con quien vivió alrededor de 12 años hasta que Juana Petrona se volvió loca y éste la abandonó en el puente del río Tamaná, por lo que ella acude a Nicomedes, quien vivía en casa de Juana de Santos. Ésta en su declaración dice que es ella quien cultiva plátano y maíz y que, además, la casa en la que se encuentran es suya. También aclara que hace dos años que no vive con Nicomedes y que los siete hijos que tiene no son con él.
El juez da sentencia y ordena que Nicomedes Guerrero sea reducido a prisión si no presenta un fiador para pagar la multa de consta de 100.000 pesos.
Le sirvieron de fiadores Alejandro Mosquera y Agustín Quintana. En sus declaraciones, estos insisten en lo mismo: que el señor Guerrero al encontrarse viejo, escuálido e inútil requiere de la compañía de una mujer que le cocine, lo cuide y supla sus necesidades.
La celebración del juicio final se llevó a cabo en Cali en el año 1894. Para la fecha ya habían pasado tres años desde que se puso la denuncia. El caso fue archivado en Cali, ya que el señor Nicomedes Guerrero falleció en el Distrito de San Juan.",Del folio 69v salta al 82r,,,"Descrito por Nallely Taborda Castañeda el 2022-10-19, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.001.018,Ernestina Lemos Rentería,EAP1477_MFC_B01_Doc18_MosqueravsMosquera,EAP1477_MFC_B01_Doc18_MosqueravsMosquera_IMG_001,EAP1477_MFC_B01_Doc18_MosqueravsMosquera_IMG_079,79,Documento,39 folios de papel,Carlos Zenón Mosquera contra Alberto Mosquera por abandonar a su esposa y estar amancebado con María Engracia Mosquera,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 1, Documento 18",1895,,Nóvita|Condoto|Istmina|Cali|río Iró,"Mosquera, Carlos Zenón|Alberto, Juan|Mosquera, Elena|Engracia, María|Roso, Juan|Mosquera, Tomás Antonio|Manuel de Jesús| Mosquera, Ambrosio|Diego, Floriano de|Garcés, Manuel|Abadía, Pedro|Domínguez, Primo|Lozano, Gumercindo|Mosquera, Tomás Antonio|Rojas, Pedro|López, Gumercindo|Ibargüen H, Erasmo M|Murillo, Jito E|Ramírez, Daniel|Lozano, Indalecio|Castillo, Jaime|Zambrano, Belisario|Holguín, Ignacio|Romero, Teófilo|Mejía, Gonzalo|Bocanegra, Saturnino|Castillo, Ignacio|Morales, Carlos|Gómez, Pedro|Mosquera, Agustín",,judicial|vida social,"Se presentó ante el juzgado de Nóvita Carlos Zenón Mosquera denunciando a Juan Alberto Mosquera por el motivo de abandonar a su legítima esposa, la señora Elena Mosquera, por vivir amancebado bajo un mismo techo o en una misma casa haciendo vida de casados con María Engracia Mosquera, vecinos ambos del distrito de Condoto. Él sindicado en su indagatoria dice: ""soy yo la persona que se llama Juan Alberto Mosquera, pero no soy yo quién ha abandonado a su legítima esposa por vivir en el caso que se me sindica, pues vivo en mi habitación con mi esposa, cumpliendo con mi deber que tengo para con ella; pero hoy se me sindica de tal modo por tener mis sementeras a una distancia de medio día del punto dónde vivo a donde la tengo situada y he tenido necesidad de buscar una persona para que me asista mis sementeras, la cual esa persona ha sido María Engracia Mosquera, a quién le pago diariamente cuatro reales y llegado el caso lo puedo probar, y si varios individuos del río Iró han declarado en mi contra es por ser enemigos personales..."". ",,,,"Descrito por Ernestina Lemos Rentería el 2023-03-02, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.001.019,Javier Hurtado Ibargüen,EAP1477_MFC_B01_Doc19_Calderon,EAP1477_MFC_B01_Doc19_Calderon_IMG_001,EAP1477_MFC_B01_Doc19_Calderon_IMG_034,34,Documento,16 folios de papel,Jefatura municipal del San Juan contra Salustro Calderón por falsificación de documento público,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 1, Documento 19",1864,,San Juan|Nóvita,"Calderón, Salustino|Gómez, Andrés|Mosquera, Fidel|Quesada, José",,administración-judicial,El documento nos presenta una demanda por falsificación en documento público contra el señor Salustio Calderón. ,,,,"Descrito por Javier Hurtado Ibargüen el 2022-10-19, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
AHJCI.MFC.001.020,Jhon Leison Rivas Rodríguez,EAP1477_MFC_B01_Doc20_AbadiavsArboleda,EAP1477_MFC_B01_Doc20_AbadiavsArboleda_IMG_001,EAP1477_MFC_B01_Doc20_AbadiavsArboleda_IMG_131,131,Documento,65 folios de papel,Arístides Abadía y Clímaco Geovo contra Manuel Dolores Arboleda por tentativa de asesinato,"Archivo Histórico del Juzgado del Circuito de Istmina, Fondo Minería y Familia, Caja 1, Documento 20",1890,,San Pablo|Istmina|Nóvita|Tadó|Cauca,"Abadía, Arístides|Geovo, Clínico|Abadía, Manuel Dolores|Quintana, Antonio|Emurui, Fabricio|Nemesio, Juan|Becerra, Jeudalindo|Córdoba, Rubén|Ramírez, Rubén|Gómez, Guillermo|Mosquera, Celso|Cueva, Feliciano|Trujillo, Alejandro|Asprilla, Santos|Abadía, Betaviano|Bonilla, Hermenegildo|Ayala, Ricardo|Salazar García, Luis|Diego, Fabiano de|Carrasco, Francisco de B|Rivera Garrido, Luciano|Ayala, Luis|Salazar, José Agustín|Mosquera, Manuel E|Vallejo, Emiliano|Calderón, Víctor Manuel",,judicial,"Arístides Abadía y Clínico Geovo contra Manuel Dolores Arboleda por tentativa de asesinato. Esto sucedió en el año 1880, en San Pablo, Istmina. El señor Arístides Abadía y Clínico Geovo se encontraban en la casa del señor Manuel Dolores Arboleda que estaba en estado de embriaguez, según el texto que aparece al principio del documento. Por lo tanto, el señor Clínico Geovo, quien era el alcalde en aquel entonces, fue a la casa de Manuel Dolores Arboleda, a gritarle y amenazarlo, sin saber cuál fue su motivo. Entonces Arboleda se enojó y le tiró una trompada a él y a Arístides Abadía, y luego sacó un cuchillo y le tiró dos puñaladas al alcalde. Luego de eso, dos personas más entraron a la casa del señor Manuel y le quitaron el cuchillo, aun así, Manuel seguía vociferando y agarró un tenedor que había en la mesa para tirar nuevamente otra puñalada al alcalde, y después de eso fue a buscar su carabina, para matar al alcalde tanto como a Arístides Abadía. Posteriormente, otro señor llamado Rubén Córdoba, aseguró que Manuel Dolores Arboleda ya había hecho eso años antes. Esto llevó a que el alcalde y Arístides lo denunciaran por intento de asesinato, lo cual algunas personas que eran testigos defendían a Manuel y otras estaban en contra. Este proceso se llevó a cabo en varios juzgados. Algunos testigos de Manuel Dolores Arboleda decían que él era una persona humilde, trabajadora, empresario, padre de familia, y que lo único de malo que tenía era que cuando se embriagaba perdía su estado de hombre (""se enloquecía"") y que aquel día el señor alcalde y Arístides Abadía fueron a la casa de él a insultarlo y amenazarlo, y él se encontraba en estado de embriaguez. Y eso fue lo que había sucedido, que, si el alcalde no hubiera llegado del modo en que llegó, eso no hubiera pasado. Ya que Manuel Dolores Arboleda se encontraba con su familia, varias personas también acudieron al juzgado para defenderlo. En el despacho, a Manuel Dolores Arboleda le solicitaron que manifestará lo que había pasado, a lo cual respondió que no se acordaba pero que sí pedía disculpas por lo que había sucedido ya que él se encontraba en estado de embriaguez. Esto permitió que el mismo alcalde quitará su denuncia ya que le pidió la orden al otro juez o alcalde de San Pablo que lo liberarán del despacho.",,Revisar el encuadre de las fotos 123-125,,"Descrito por Jhon Leison Rivas Rodríguez el 2023-02-01, revisado por Daniel Varela Corredor y Kelly López Roldán el 2024-02-20"
